src_note_id,src_name,dst_note_id,dst_name,method,score,confidence,needs_review
NOTE-0642,caramel_note,NOTE-0079,caramel,stem_subset_single,0.5,medium,True
NOTE-0643,iris_absolute,,,unmatched,0.0,none,False
NOTE-0644,veramoss,,,unmatched,0.0,none,False
NOTE-0645,tuberose_absolute,NOTE-0402,tuberose,stem_equal,1.0,high,False
NOTE-0646,gardenia_accord,NOTE-0170,gardenia,stem_subset_single,0.5,medium,True
NOTE-0647,phenethyl_alcohol,,,unmatched,0.0,none,False
NOTE-0648,ionone_beta,,,unmatched,0.0,none,False
NOTE-0649,methyl_ionone,,,unmatched,0.0,none,False
NOTE-0650,kephalis,,,unmatched,0.0,none,False
NOTE-0651,floralozone,,,unmatched,0.0,none,False
NOTE-0652,aquozone,,,unmatched,0.0,none,False
NOTE-0653,indole,,,unmatched,0.0,none,False
NOTE-0654,mandarin_oil,NOTE-0246,mandarin,cas,1.0,high,False
NOTE-0655,aldehyde_c_14,NOTE-0302,peach,cas,1.0,high,False
NOTE-0656,apple_lactone,,,unmatched,0.0,none,False
NOTE-0657,maltol,,,unmatched,0.0,none,False
NOTE-0658,maple_lactone,,,unmatched,0.0,none,False
NOTE-0659,javanol,,,unmatched,0.0,none,False
NOTE-0660,bacdanol,,,unmatched,0.0,none,False
NOTE-0661,romandolide,,,unmatched,0.0,none,False
NOTE-0662,anisaldehyde,,,unmatched,0.0,none,False
NOTE-0663,aldehyde_c_18,NOTE-0124,coconut,cas,1.0,high,False
NOTE-0664,gamma_nonalactone,,,unmatched,0.0,none,False
NOTE-0665,benzyl_acetate,,,unmatched,0.0,none,False
NOTE-0666,exaltolide,,,unmatched,0.0,none,False
NOTE-0667,phenylacetic_acid,,,unmatched,0.0,none,False
