accord_id,accord_name,accord_category,note_id,note_name,default_pct,min_pct,max_pct,layers,roles
ACC-0062,Oud,Woody,NOTE-0021,Ambroxan,4.183041830418304,2.5100251002510023,5.857058570585706,base,modifier
ACC-0062,Oud,Woody,NOTE-0349,Saffron,30.126301263012632,18.075180751807515,42.17642176421764,heart,support
ACC-0062,Oud,Woody,NOTE-0455,Labdanum Absolute,4.055040550405503,2.433024330243302,5.677056770567705,base,support
ACC-0062,Oud,Woody,NOTE-0501,Rose Absolute,29.874298742987428,17.925179251792517,41.82441824418244,heart,support
ACC-0062,Oud,Woody,NOTE-0525,Cypriol Oil,9.98209982099821,5.989059890598906,13.974139741397414,base,driver
ACC-0062,Oud,Woody,NOTE-0604,Patchouli Oil,9.39409394093941,5.637056370563705,13.152131521315212,base,support
ACC-0063,Ozonic,Fresh,NOTE-0021,Ambroxan,30.0,18.0,42.0,base,modifier
ACC-0063,Ozonic,Fresh,NOTE-0474,Aldehyde C-11,5.615,3.369,7.861,top,support
ACC-0063,Ozonic,Fresh,NOTE-0497,Calone,16.451,9.871,23.031000000000002,heart|top,support
ACC-0063,Ozonic,Fresh,NOTE-0639,Helional,15.709,9.425,21.992,heart,support
ACC-0063,Ozonic,Fresh,NOTE-0651,Floralozone,23.134,13.881,32.388000000000005,heart|top,driver
ACC-0063,Ozonic,Fresh,NOTE-0652,Aquozone,9.091,5.455,12.727,top,driver
ACC-0066,Powdery,Floral,NOTE-0456,Vanillin,3.4179658203417964,2.050979490205098,4.784952150478495,base,modifier
ACC-0066,Powdery,Floral,NOTE-0484,Heliotropin,9.17390826091739,5.503944960550394,12.842871571284286,base,driver
ACC-0066,Powdery,Floral,NOTE-0524,Benzyl Salicylate,62.630373696263035,37.577624223757766,87.68212317876821,base|heart,support
ACC-0066,Powdery,Floral,NOTE-0527,Orris Butter,11.466885331146688,6.8799312006879925,16.05383946160538,base,driver
ACC-0066,Powdery,Floral,NOTE-0608,Tonalid,5.665943340566594,3.3999660003399965,7.932920670793291,base,support
ACC-0066,Powdery,Floral,NOTE-0643,Iris Absolute,7.644923550764491,4.586954130458695,10.702892971070288,base,support
ACC-0068,Rose,Floral,NOTE-0501,Rose Absolute,19.078,11.447,26.709,heart,driver
ACC-0068,Rose,Floral,NOTE-0502,Geraniol,13.656,8.194,19.118,heart,support
ACC-0068,Rose,Floral,NOTE-0503,Citronellol,9.64,5.784,13.495,heart,support
ACC-0068,Rose,Floral,NOTE-0504,Damascenone,5.311,3.186,7.435,heart,modifier
ACC-0068,Rose,Floral,NOTE-0541,Rose Oxide,37.856,22.714,52.999,heart|top,support
ACC-0068,Rose,Floral,NOTE-0647,Phenethyl Alcohol,14.459,8.676,20.243,heart,driver
ACC-0075,Smoky,Woody,NOTE-0046,Birch Tar,28.57128571285713,17.14317143171432,40.00040000400004,base,driver
ACC-0075,Smoky,Woody,NOTE-0075,Cade Oil,21.58721587215872,12.952129521295213,30.22230222302223,base,driver
ACC-0075,Smoky,Woody,NOTE-0453,Vetiver Haiti,17.270172701727017,10.36210362103621,24.178241782417825,base,support
ACC-0075,Smoky,Woody,NOTE-0572,Guaiacol,14.286142861428614,8.571085710857108,20.00020000200002,base,support
ACC-0075,Smoky,Woody,NOTE-0604,Patchouli Oil,8.804088040880409,5.283052830528305,12.326123261232611,base,modifier
ACC-0075,Smoky,Woody,NOTE-0606,Styrax Resinoid,9.48109481094811,5.689056890568906,13.274132741327412,base,support
ACC-0080,Suede,Leather,NOTE-0087,Cashmeran,8.852,5.311,12.393,base,support
ACC-0080,Suede,Leather,NOTE-0476,Habanolide,4.426,2.656,6.197,base,modifier
ACC-0080,Suede,Leather,NOTE-0485,IsoButyl Quinoline,13.832,8.299,19.365,base,driver
ACC-0080,Suede,Leather,NOTE-0527,Orris Butter,7.316,4.389,10.242,base,support
ACC-0080,Suede,Leather,NOTE-0605,Safraleine,65.574,39.344,91.803,base|heart,driver
ACC-0084,Tobacco,Gourmand,NOTE-0134,Coumarin,19.30319303193032,11.582115821158212,27.02427024270243,base,support
ACC-0084,Tobacco,Gourmand,NOTE-0456,Vanillin,14.326143261432614,8.59608596085961,20.05720057200572,base,support
ACC-0084,Tobacco,Gourmand,NOTE-0496,Tonka Bean Absolute,20.50920509205092,12.306123061230611,28.71328713287133,base,driver
ACC-0084,Tobacco,Gourmand,NOTE-0519,Tobacco Absolute,27.061270612706124,16.237162371623715,37.88537885378854,base,driver
ACC-0084,Tobacco,Gourmand,NOTE-0574,Honey Absolute,6.836068360683607,4.102041020410204,9.57109571095711,base,modifier
ACC-0084,Tobacco,Gourmand,NOTE-0650,Kephalis,11.964119641196412,7.178071780717807,16.749167491674914,base,support
ACC-0087,Vanilla,Gourmand,NOTE-0134,Coumarin,12.053879461205387,7.231927680723192,16.874831251687482,base,support
ACC-0087,Vanilla,Gourmand,NOTE-0456,Vanillin,29.687703122968767,17.81182188178118,41.561584384156156,base,driver
ACC-0087,Vanilla,Gourmand,NOTE-0457,Benzoin Siam,12.914870851291486,7.748922510774891,18.07981920180798,base,support
ACC-0087,Vanilla,Gourmand,NOTE-0484,Heliotropin,7.461925380746192,4.476955230447696,10.445895541044589,base,modifier
ACC-0087,Vanilla,Gourmand,NOTE-0496,Tonka Bean Absolute,18.36681633183668,11.019889801101987,25.713742862571372,base,support
ACC-0087,Vanilla,Gourmand,NOTE-0538,Ethyl Vanillin,19.51480485195148,11.708882911170887,27.320726792732074,base,driver
ACC-0090,Violet,Floral,NOTE-0480,Violet Leaf Absolute,7.376,4.426,10.326,heart,support
ACC-0090,Violet,Floral,NOTE-0527,Orris Butter,29.595,17.757,41.434,base,support
ACC-0090,Violet,Floral,NOTE-0534,Ionone Alpha,19.291,11.574,27.007,heart,driver
ACC-0090,Violet,Floral,NOTE-0648,Ionone Beta,26.95,16.17,37.73,heart,driver
ACC-0090,Violet,Floral,NOTE-0649,Methyl Ionone,16.788,10.073,23.502000000000002,base|heart,support
ACC-0092,Warm Spicy,Spicy,NOTE-0205,Iso E Super,11.621116211162112,6.972069720697207,16.269162691626914,base,modifier
ACC-0092,Warm Spicy,Spicy,NOTE-0455,Labdanum Absolute,18.217182171821715,10.93010930109301,25.504255042550426,base,modifier
ACC-0092,Warm Spicy,Spicy,NOTE-0456,Vanillin,10.16210162101621,6.097060970609706,14.227142271422714,base,modifier
ACC-0092,Warm Spicy,Spicy,NOTE-0512,Cinnamon Bark Oil,26.590265902659027,15.954159541595416,37.22637226372264,heart,driver
ACC-0092,Warm Spicy,Spicy,NOTE-0513,Clove Bud Oil,13.192131921319213,7.915079150791508,18.46918469184692,heart,support
ACC-0092,Warm Spicy,Spicy,NOTE-0514,Nutmeg Oil,20.217202172021718,12.130121301213013,28.304283042830427,heart,support
ACC-0094,White Floral,Floral,NOTE-0193,Hedione,13.187868121318786,7.912920870791291,18.462815371846283,heart,driver|modifier
ACC-0094,White Floral,Floral,NOTE-0205,Iso E Super,18.56681433185668,11.139888601113988,25.992740072599272,base,modifier
ACC-0094,White Floral,Floral,NOTE-0465,Musk Ketone,21.43278567214328,12.859871401285986,30.006699933000668,base,modifier
ACC-0094,White Floral,Floral,NOTE-0492,Jasmine Absolute,16.007839921600784,9.604903950960491,22.410775892241077,heart,driver
ACC-0094,White Floral,Floral,NOTE-0493,Orange Blossom Absolute,11.338886611133889,6.8039319606803925,15.874841251587483,heart,support
ACC-0094,White Floral,Floral,NOTE-0494,Ylang-Ylang Extra,6.783932160678392,4.069959300406996,9.495905040949589,heart,modifier|support
ACC-0094,White Floral,Floral,NOTE-0645,Tuberose Absolute,8.477915220847791,5.086949130508694,11.868881311186888,heart,driver
ACC-0094,White Floral,Floral,NOTE-0646,Gardenia Accord,4.203957960420396,2.5219747802521972,5.884941150588493,heart,support
ACC-0095,Woody,Woody,NOTE-0205,Iso E Super,7.600076000760007,4.560045600456004,10.640106401064012,base,modifier
ACC-0095,Woody,Woody,NOTE-0453,Vetiver Haiti,12.554125541255413,7.532075320753207,17.575175751757516,base,driver
ACC-0095,Woody,Woody,NOTE-0459,Cedarwood Virginia,33.75333753337533,20.252202522025218,47.25647256472564,base,driver
ACC-0095,Woody,Woody,NOTE-0460,Vetiveryl Acetate,11.20011200112001,6.720067200672006,15.680156801568014,base,support
ACC-0095,Woody,Woody,NOTE-0461,Sandalore,6.646066460664606,3.9880398803988037,9.305093050930509,base,support
ACC-0095,Woody,Woody,NOTE-0462,Patchouli Coeur,10.933109331093311,6.5600656006560065,15.306153061530615,base,modifier|support
ACC-0095,Woody,Woody,NOTE-0632,Sandalwood Oil,11.07711077110771,6.646066460664606,15.508155081550814,base,support
ACC-0095,Woody,Woody,NOTE-0633,Georgywood,6.236062360623606,3.7420374203742037,8.73008730087301,base,modifier
ACC-0097,Fougère,Aromatic,NOTE-0134,Coumarin,8.858027825733728,5.315070579872042,12.40098507159541,base,driver
ACC-0097,Fougère,Aromatic,NOTE-0205,Iso E Super,2.2963846856910735,1.377323042551031,3.2154463288311166,base,modifier
ACC-0097,Fougère,Aromatic,NOTE-0447,Lavender Absolute,12.310856098304052,7.386767543414239,17.234944653193867,top,driver
ACC-0097,Fougère,Aromatic,NOTE-0448,Lavandin Oil,3.7219457702853664,2.232913577739413,5.21097796283132,top,support
ACC-0097,Fougère,Aromatic,NOTE-0449,Bergamot Oil,9.810094445008634,5.885041129277953,13.735147760739313,top,modifier|support
ACC-0097,Fougère,Aromatic,NOTE-0450,Geranium Oil,30.03072001624861,18.018178125317355,42.043261907179854,heart,support
ACC-0097,Fougère,Aromatic,NOTE-0451,Clary Sage Oil,14.302579465827158,8.581293795064486,20.022595714430793,heart,support
ACC-0097,Fougère,Aromatic,NOTE-0452,Oakmoss Absolute,7.935157916116584,4.761602518533564,11.109982735858638,base,driver
ACC-0097,Fougère,Aromatic,NOTE-0453,Vetiver Haiti,4.639737991266376,2.783842794759826,6.498172032090992,base,modifier|support
ACC-0097,Fougère,Aromatic,NOTE-0454,Cedarwood Atlas,4.676551233878339,2.8066923936224235,6.547679496293288,base,modifier|support
ACC-0097,Fougère,Aromatic,NOTE-0463,Evernyl,0.3897126028231949,0.2335736772621103,0.5458515283842795,base,modifier
ACC-0097,Fougère,Aromatic,NOTE-0630,Timberol,1.0282319488168987,0.6169391692901391,1.439524728343658,base,modifier
ACC-0098,nk,Abstract,NOTE-0205,Iso E Super,100.0,60.0,140.0,base,driver
ACC-0099,Ink,Abstract,NOTE-0021,Ambroxan,10.066598818004891,6.0403163890228,14.092881246986982,base,modifier
ACC-0099,Ink,Abstract,NOTE-0087,Cashmeran,13.346545967468352,8.007927580481011,18.683378863356367,base,support
ACC-0099,Ink,Abstract,NOTE-0205,Iso E Super,21.45267555841234,12.871605335047404,30.03196029067795,base,driver
ACC-0099,Ink,Abstract,NOTE-0460,Vetiveryl Acetate,11.961004874390701,7.1776742192940155,16.74612102058671,base,support
ACC-0099,Ink,Abstract,NOTE-0464,Aldehyde C-12 MNA,40.57885621440177,24.346956630421197,56.810755798382345,top,modifier
ACC-0099,Ink,Abstract,NOTE-0465,Musk Ketone,2.5943185673219418,1.5569482386130304,3.6334743871301804,base,modifier
ACC-0100,Dry Tea,Aromatic,NOTE-0205,Iso E Super,8.205835883282335,4.923901521969561,11.487770244595108,base,modifier
ACC-0100,Dry Tea,Aromatic,NOTE-0451,Clary Sage Oil,7.325853482930341,4.395912081758365,10.255794884102318,heart,modifier
ACC-0100,Dry Tea,Aromatic,NOTE-0453,Vetiver Haiti,11.39177216455671,6.833863322733545,15.947681046379072,base,modifier
ACC-0100,Dry Tea,Aromatic,NOTE-0466,Black Tea Absolute,32.479350412991735,19.487610247795043,45.47109057818844,heart,driver
ACC-0100,Dry Tea,Aromatic,NOTE-0467,Mate Absolute,20.193596128077438,12.115757684846303,28.27143457130857,heart,support
ACC-0100,Dry Tea,Aromatic,NOTE-0468,Hay Absolute,20.403591928161436,12.241755164896704,28.56542869142617,base,support
ACC-0101,Dry Incense,Resinous,NOTE-0205,Iso E Super,2.728,1.636,3.82,base,modifier
ACC-0101,Dry Incense,Resinous,NOTE-0455,Labdanum Absolute,3.788,2.272,5.302,base,modifier
ACC-0101,Dry Incense,Resinous,NOTE-0469,Frankincense CO₂,68.9,41.34,96.46000000000001,base|heart,driver
ACC-0101,Dry Incense,Resinous,NOTE-0470,Myrrh Absolute,11.32,6.792,15.848,base,support
ACC-0101,Dry Incense,Resinous,NOTE-0471,Birch Tar Rectified,6.24,3.744,8.736,base,support
ACC-0101,Dry Incense,Resinous,NOTE-0472,Guaiac Wood Oil,7.024,4.214,9.834,base,support
ACC-0102,Saline Mineral,Mineral,NOTE-0021,Ambroxan,11.013,6.608,15.419,base,driver
ACC-0102,Saline Mineral,Mineral,NOTE-0205,Iso E Super,1.834,1.1,2.567,base,modifier
ACC-0102,Saline Mineral,Mineral,NOTE-0473,Ambergris Accord,12.772,7.663,17.881,base,driver
ACC-0102,Saline Mineral,Mineral,NOTE-0474,Aldehyde C-11,25.0,15.0,35.0,top,support
ACC-0102,Saline Mineral,Mineral,NOTE-0475,Seaweed Absolute,45.0,27.0,63.0,heart,modifier
ACC-0102,Saline Mineral,Mineral,NOTE-0476,Habanolide,4.381,2.629,6.133,base,modifier
ACC-0103,Cold Metallic Wood,Abstract,NOTE-0021,Ambroxan,9.348,5.609,13.088,base,modifier
ACC-0103,Cold Metallic Wood,Abstract,NOTE-0087,Cashmeran,12.393,7.436,17.351,base,support
ACC-0103,Cold Metallic Wood,Abstract,NOTE-0205,Iso E Super,21.803,13.082,30.524,base,driver
ACC-0103,Cold Metallic Wood,Abstract,NOTE-0460,Vetiveryl Acetate,6.732,4.039,9.425,base,modifier
ACC-0103,Cold Metallic Wood,Abstract,NOTE-0464,Aldehyde C-12 MNA,45.455,27.273,63.636,top,support
