src_note_id,src_name,dst_note_id,dst_name,method,score,confidence,needs_review
NOTE-0370,soil_tincture,,,unmatched,0.0,none,False
NOTE-0371,spice,,,unmatched,0.0,none,False
NOTE-0372,spices,,,unmatched,0.0,none,False
NOTE-0373,spicy_notes,,,unmatched,0.0,none,False
NOTE-0374,star_anise,,,unmatched,0.0,none,False
NOTE-0376,styrax,NOTE-0573,styrax_resin,cas,1.0,high,False
NOTE-0377,suede,,,unmatched,0.0,none,False
NOTE-0378,suede_accord,,,unmatched,0.0,none,False
NOTE-0379,sugar,NOTE-0628,sugar_accord,stem_subset_single,0.5,medium,True
NOTE-0380,sweet_orange,,,unmatched,0.0,none,False
NOTE-0381,sweet_pea,,,unmatched,0.0,none,False
NOTE-0382,tahitian_vetiver,NOTE-0453,vetiver_haiti,stem_subset_single,0.5,medium,True
NOTE-0383,tangerine,,,unmatched,0.0,none,False
NOTE-0384,tarragon,,,unmatched,0.0,none,False
NOTE-0385,tea,NOTE-0466,black_tea_absolute,stem_subset_single,0.5,medium,True
NOTE-0386,terrae_accord,,,unmatched,0.0,none,False
NOTE-0387,texas_cedar,,,unmatched,0.0,none,False
NOTE-0388,thyme,NOTE-0558,thyme_oil,cas,1.0,high,False
NOTE-0389,tiare_flower,,,unmatched,0.0,none,False
NOTE-0390,tobacco,NOTE-0519,tobacco_absolute,cas,1.0,high,False
NOTE-0391,tobacco_blossom,NOTE-0519,tobacco_absolute,stem_subset_single,0.5,medium,True
NOTE-0392,tobacco_leaf,NOTE-0519,tobacco_absolute,stem_subset_single,0.5,medium,True
NOTE-0393,toffee,,,unmatched,0.0,none,False
NOTE-0394,toffee_accord,,,unmatched,0.0,none,False
NOTE-0396,tomato,NOTE-0568,tomato_leaf_accord,stem_subset_single,0.3333,medium,True
NOTE-0397,tomato_leaf,NOTE-0568,tomato_leaf_accord,stem_subset_multi,0.6667,high,False
NOTE-0398,tonka,NOTE-0496,tonka_bean_absolute,stem_subset_single,0.5,medium,True
NOTE-0400,tropical_fruits,,,unmatched,0.0,none,False
NOTE-0401,truffle,,,unmatched,0.0,none,False
NOTE-0402,tuberose,NOTE-0645,tuberose_absolute,stem_equal,1.0,high,False
NOTE-0403,tunisian_neroli,NOTE-0530,neroli_oil,stem_subset_single,0.5,medium,True
NOTE-0404,tunisian_orange_blossom,NOTE-0493,orange_blossom_absolute,stem_subset_multi,0.6667,high,False
NOTE-0405,turkish_coffee_accord,NOTE-0542,coffee_absolute,stem_subset_single,0.3333,medium,True
NOTE-0406,turkish_rose,NOTE-0501,rose_absolute,stem_subset_single,0.5,medium,True
NOTE-0409,vanilla_bean,,,unmatched,0.0,none,False
NOTE-0410,vanilla_flower,,,unmatched,0.0,none,False
NOTE-0411,vanilla_like_woods,,,unmatched,0.0,none,False
NOTE-0412,vanilla_orchid,,,unmatched,0.0,none,False
NOTE-0413,vanille,NOTE-0456,vanillin,fuzzy,0.8,medium,True
NOTE-0414,verbena,,,unmatched,0.0,none,False
NOTE-0415,vervain,,,unmatched,0.0,none,False
NOTE-0416,vetiver,NOTE-0453,vetiver_haiti,stem_equal,1.0,high,False
NOTE-0417,vetyver,,,unmatched,0.0,none,False
NOTE-0419,violet_accord,,,unmatched,0.0,none,False
NOTE-0421,violet_leaves,,,unmatched,0.0,none,False
NOTE-0422,virginia_cedar,,,unmatched,0.0,none,False
NOTE-0423,vodka,,,unmatched,0.0,none,False
NOTE-0424,water_lily,,,unmatched,0.0,none,False
NOTE-0425,water_notes,,,unmatched,0.0,none,False
NOTE-0426,watery_notes,,,unmatched,0.0,none,False
NOTE-0427,whiskey,,,unmatched,0.0,none,False
NOTE-0428,whiskey_accord,,,unmatched,0.0,none,False
NOTE-0429,whisky_accord,,,unmatched,0.0,none,False
NOTE-0430,white_amber,,,unmatched,0.0,none,False
NOTE-0431,white_florals,,,unmatched,0.0,none,False
NOTE-0432,white_flowers,,,unmatched,0.0,none,False
NOTE-0433,white_honey,NOTE-0574,honey_absolute,stem_subset_single,0.5,medium,True
NOTE-0435,white_musks,,,unmatched,0.0,none,False
NOTE-0436,white_pepper,,,unmatched,0.0,none,False
NOTE-0437,white_woods,,,unmatched,0.0,none,False
NOTE-0438,wild_herbs,,,unmatched,0.0,none,False
NOTE-0439,wildflowers,,,unmatched,0.0,none,False
NOTE-0440,wood,,,unmatched,0.0,none,False
NOTE-0441,woods,,,unmatched,0.0,none,False
NOTE-0442,woodsy_notes,,,unmatched,0.0,none,False
NOTE-0443,woody_notes,,,unmatched,0.0,none,False
NOTE-0444,wormwood,NOTE-0577,wormwood_accord,stem_subset_single,0.5,medium,True
NOTE-0445,ylang_ylang,NOTE-0494,ylang_ylang_extra,cas,1.0,high,False
NOTE-0446,yuzu,,,unmatched,0.0,none,False
