recipe_version,accord_id,accord_name,accord_category,note_id,note_name,layer,note_role,default_pct_in_accord,min_pct_in_accord,max_pct_in_accord,generation_basis
v0.1-auto,ACC-0008,Aromatic,Aromatic,NOTE-0535,Rosemary Oil,top,driver,11.053889461105388,6.6319336806631926,15.475845241547585,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0008,Aromatic,Aromatic,NOTE-0557,Basil Oil,top,support,3.914960850391496,2.348976510234898,5.480945190548094,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0008,Aromatic,Aromatic,NOTE-0636,Sage Oil,top,support,3.4259657403425967,2.054979450205498,4.7959520404795954,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0017,Caramel,Gourmand,NOTE-0495,Ethyl Maltol,base,driver,26.878,16.127,37.63,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0017,Caramel,Gourmand,NOTE-0657,Maltol,base,driver,19.239,11.544,26.935,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0017,Caramel,Gourmand,NOTE-0658,Maple Lactone,base,support,17.102,10.261,23.942,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0017,Caramel,Gourmand,NOTE-0456,Vanillin,base,support,16.127,9.676,22.578,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0017,Caramel,Gourmand,NOTE-0496,Tonka Bean Absolute,base,support,12.732,7.639,17.825,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0017,Caramel,Gourmand,NOTE-0309,Peru Balsam,base,modifier,7.922,4.753,11.091,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0452,Oakmoss Absolute,base,driver,12.5,7.5,17.5,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0604,Patchouli Oil,base,driver,8.421,5.053,11.789,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0455,Labdanum Absolute,base,support,5.921,3.553,8.289,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0453,Vetiver Haiti,base,modifier,3.158,1.895,4.421,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0501,Rose Absolute,heart,support,30.141,18.084,42.197,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0492,Jasmine Absolute,heart,support,14.859,8.916,20.803,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0020,Chypre,Mossy,NOTE-0449,Bergamot Oil,top,driver,25.0,15.0,35.0,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0530,Neroli Oil,heart,modifier,64.286,38.571,90.0,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0449,Bergamot Oil,top,driver,11.444,6.866,16.022,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0490,Lemon Oil,top,driver,8.673,5.204,12.143,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0654,Mandarin Oil,top,support,5.782,3.469,8.095,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0526,Grapefruit Oil,top,support,5.136,3.081,7.19,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0491,Petitgrain Oil,top,support,3.195,1.917,4.474,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0022,Citrus,Fresh,NOTE-0530,Neroli Oil,top,modifier,1.484,0.89,2.077,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0024,Coconut,Gourmand,NOTE-0663,Aldehyde C-18,base,driver,32.181,19.309,45.054,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0024,Coconut,Gourmand,NOTE-0664,Gamma-Nonalactone,base,driver,30.393,18.236,42.551,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0024,Coconut,Gourmand,NOTE-0456,Vanillin,base,support,18.117,10.87,25.364,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0024,Coconut,Gourmand,NOTE-0496,Tonka Bean Absolute,base,support,10.012,6.007,14.017,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0024,Coconut,Gourmand,NOTE-0484,Heliotropin,base,modifier,9.297,5.578,13.015,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0028,Earthy,Woody,NOTE-0604,Patchouli Oil,base,driver,30.254697453025468,18.15281847181528,42.356576434235656,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0028,Earthy,Woody,NOTE-0453,Vetiver Haiti,base,driver,23.009769902300977,13.805861941380584,32.21267787322127,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0028,Earthy,Woody,NOTE-0452,Oakmoss Absolute,base,support,16.241837581624182,9.744902550974489,22.738772612273877,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0028,Earthy,Woody,NOTE-0525,Cypriol Oil,base,support,14.330856691433084,8.598914010859891,20.063799362006378,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0028,Earthy,Woody,NOTE-0455,Labdanum Absolute,base,support,9.47490525094749,5.684943150568493,13.263867361326385,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0028,Earthy,Woody,NOTE-0615,Costus Oil,base,modifier,6.687933120668792,4.012959870401295,9.36290637093629,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0205,Iso E Super,base,modifier,15.633843661563384,9.379906200937992,21.887781122188777,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0021,Ambroxan,base,modifier,14.365856341436585,8.61991380086199,20.111798882011175,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0550,Cardamom Oil,heart,support,23.477765222347777,14.086859131408685,32.869671303286964,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0450,Geranium Oil,heart,modifier,21.521784782152174,12.912870871291286,30.129698703012966,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0634,Pink Pepper Oil,top,driver,4.771952280477195,2.862971370286297,6.680933190668093,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0549,Ginger CO₂,top,driver,4.241957580424195,2.5449745502544974,5.938940610593894,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0635,Ginger Oil,top,driver,3.605963940360596,2.1629783702162975,5.047949520504795,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0550,Cardamom Oil,top,support,3.2519674803251966,1.950980490195098,4.552954470455295,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0449,Bergamot Oil,top,support,2.5189748102518976,1.5109848901510983,3.525964740352596,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0319,Pink Pepper,top,support,2.2519774802251975,1.3509864901350985,3.1519684803151966,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0449,Bergamot Oil,top,modifier,1.882981170188298,1.1299887001129987,2.635973640263597,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0550,Cardamom Oil,top,support,1.2729872701272986,0.7639923600763993,1.781982180178198,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0033,Fresh Spicy,Fresh Spicy,NOTE-0557,Basil Oil,top,support,1.2019879801201987,0.7209927900720993,1.6829831701682982,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0456,Vanillin,base,modifier,30.000300003000028,18.000180001800018,42.00042000420004,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0655,Aldehyde C-14,heart,driver,17.31817318173182,10.39110391103911,24.245242452424524,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0599,Raspberry Ketone,heart,driver,10.861108611086111,6.517065170651707,15.205152051520514,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0504,Damascenone,heart,support,10.733107331073311,6.440064400644006,15.027150271502714,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0656,Apple Lactone,heart,support,6.088060880608806,3.6530365303653034,8.523085230852308,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0599,Raspberry Ketone,top,driver,11.50811508115081,6.905069050690507,16.112161121611212,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0551,Ethyl Butyrate,top,support,7.040070400704007,4.2240422404224045,9.857098570985709,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0036,Fruity,Fruity,NOTE-0656,Apple Lactone,top,support,6.451064510645105,3.871038710387104,9.032090320903208,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0037,Gourmand,Gourmand,NOTE-0456,Vanillin,base,driver,29.326,17.595,41.056,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0037,Gourmand,Gourmand,NOTE-0495,Ethyl Maltol,base,driver,19.886,11.932,27.841,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0037,Gourmand,Gourmand,NOTE-0134,Coumarin,base,support,18.716,11.23,26.203,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0037,Gourmand,Gourmand,NOTE-0496,Tonka Bean Absolute,base,support,13.16,7.896,18.424,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0037,Gourmand,Gourmand,NOTE-0457,Benzoin Siam,base,support,12.283,7.37,17.196,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0037,Gourmand,Gourmand,NOTE-0642,Caramel Note,base,modifier,6.629,3.977,9.28,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0453,Vetiver Haiti,base,modifier,30.0,18.0,42.0,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0480,Violet Leaf Absolute,heart,driver,22.776,13.665,31.886,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0637,Galbanum Oil,heart,driver,14.186,8.511,19.86,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0638,Fig Leaf Base,heart,support,8.039,4.823,11.254,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0532,cis-3-Hexenol,top,support,10.738,6.443,15.034,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0491,Petitgrain Oil,top,support,7.55,4.53,10.57,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0039,Green,Green,NOTE-0637,Galbanum Oil,top,driver,6.711,4.027,9.396,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0041,Honey,Gourmand,NOTE-0574,Honey Absolute,base,driver,12.925,7.755,18.095,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0041,Honey,Gourmand,NOTE-0667,Phenylacetic Acid,base,driver,8.65,5.19,12.111,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0041,Honey,Gourmand,NOTE-0456,Vanillin,base,support,7.704,4.623,10.786,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0041,Honey,Gourmand,NOTE-0575,Beeswax Absolute,base,support,6.463,3.878,9.048,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0041,Honey,Gourmand,NOTE-0496,Tonka Bean Absolute,base,support,4.258,2.555,5.961,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0041,Honey,Gourmand,NOTE-0493,Orange Blossom Absolute,heart,modifier,60.0,36.0,84.0,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0614,Myrrh Resinoid,base,driver,7.757922420775792,4.654953450465495,10.860891391086088,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0455,Labdanum Absolute,base,support,7.757922420775792,4.654953450465495,10.860891391086088,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0613,Frankincense Oil,base,driver,5.757942420575794,3.4549654503454965,8.060919390806092,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0606,Styrax Resinoid,base,support,5.389946100538994,3.2339676603233967,7.5469245307546915,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0454,Cedarwood Atlas,base,modifier,3.3369666303336967,2.001979980200198,4.671953280467195,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0613,Frankincense Oil,heart,driver,30.53569464305357,18.320816791832083,42.74957250427496,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0478,Elemi Resin,heart,support,14.463855361446385,8.678913210867892,20.24979750202498,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0043,Incense,Resinous,NOTE-0478,Elemi Resin,top,support,24.999750002499972,14.999850001499984,34.999650003499966,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0050,Leather,Leather,NOTE-0046,Birch Tar,base,driver,11.688,7.013,16.364,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0050,Leather,Leather,NOTE-0485,IsoButyl Quinoline,base,driver,8.831,5.299,12.364,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0050,Leather,Leather,NOTE-0455,Labdanum Absolute,base,support,7.065,4.239,9.891,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0050,Leather,Leather,NOTE-0606,Styrax Resinoid,base,support,6.234,3.74,8.727,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0050,Leather,Leather,NOTE-0453,Vetiver Haiti,base,support,6.182,3.709,8.655,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0050,Leather,Leather,NOTE-0349,Saffron,heart,modifier,60.0,36.0,84.0,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0054,Milky,Gourmand,NOTE-0632,Sandalwood Oil,base,driver,25.466,15.28,35.652,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0054,Milky,Gourmand,NOTE-0456,Vanillin,base,support,21.505,12.903,30.107,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0054,Milky,Gourmand,NOTE-0663,Aldehyde C-18,base,driver,19.174,11.505,26.844,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0054,Milky,Gourmand,NOTE-0507,Ambrettolide,base,support,13.482,8.089,18.875,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0054,Milky,Gourmand,NOTE-0484,Heliotropin,base,support,12.583,7.55,17.617,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
v0.1-auto,ACC-0054,Milky,Gourmand,NOTE-0087,Cashmeran,base,modifier,7.79,4.674,10.905,"importance*presence*compatibility; layer totals top25/heart45/base30; split top/heart, heart/base"
