note_id,note_name,normalized_note_name,in_rule,in_real,rule_volume,real_volume,status
NOTE-0797,Limonene,limonene,False,False,0,0,ORPHAN_CATALOG
NOTE-0798,Litsea Cubeba Oil,litsea_cubeba_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0799,Lotus Absolute,lotus_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0800,Lyral,lyral,False,False,0,0,ORPHAN_CATALOG
NOTE-0801,Magnolia Absolute,magnolia_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0802,Mango Lactone,mango_lactone,False,False,0,0,ORPHAN_CATALOG
NOTE-0803,Methyl Anthranilate,methyl_anthranilate,False,False,0,0,ORPHAN_CATALOG
NOTE-0804,Methyl Anthranilate (Natural),methyl_anthranilate_natural,False,False,0,0,ORPHAN_CATALOG
NOTE-0805,Methyleugenol,methyleugenol,False,False,0,0,ORPHAN_CATALOG
NOTE-0806,Mint Oil,mint_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0807,Musk (Synthetic),musk_synthetic,False,False,0,0,ORPHAN_CATALOG
NOTE-0808,Musk Xylene,musk_xylene,False,False,0,0,ORPHAN_CATALOG
NOTE-0809,Myristicin,myristicin,False,False,0,0,ORPHAN_CATALOG
NOTE-0810,Myrrh Oil,myrrh_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0811,Myrrh Resin,myrrh_resin,False,False,0,0,ORPHAN_CATALOG
NOTE-0812,Nagarmotha,nagarmotha,False,False,0,0,ORPHAN_CATALOG
NOTE-0813,Narcissus Absolute,narcissus_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0814,Nerol,nerol,False,False,0,0,ORPHAN_CATALOG
NOTE-0815,Nerol Acetate,nerol_acetate,False,False,0,0,ORPHAN_CATALOG
NOTE-0816,Nirvanolide,nirvanolide,False,False,0,0,ORPHAN_CATALOG
NOTE-0817,Norlimbanol,norlimbanol,False,False,0,0,ORPHAN_CATALOG
NOTE-0818,Oakwood Absolute,oakwood_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0819,Okoumal,okoumal,False,False,0,0,ORPHAN_CATALOG
NOTE-0820,Olibanum Oil,olibanum_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0821,Olibanum Resinoid,olibanum_resinoid,False,False,0,0,ORPHAN_CATALOG
NOTE-0822,Oolong Tea Absolute,oolong_tea_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0823,Opoponax Resin,opoponax_resin,False,False,0,0,ORPHAN_CATALOG
NOTE-0824,Orange Oil Sweet,orange_oil_sweet,False,False,0,0,ORPHAN_CATALOG
NOTE-0825,Orcanox,orcanox,False,False,0,0,ORPHAN_CATALOG
NOTE-0826,Orris Absolute,orris_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0827,Osmanthus Absolute,osmanthus_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0828,Palo Santo,palo_santo,False,False,0,0,ORPHAN_CATALOG
NOTE-0829,Palo Santo Oil,palo_santo_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0830,Papyrus Oil,papyrus_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0831,Passionfruit Sulfide,passionfruit_sulfide,False,False,0,0,ORPHAN_CATALOG
NOTE-0832,Patchouli Light,patchouli_light,False,False,0,0,ORPHAN_CATALOG
NOTE-0833,Peach Aldehyde,peach_aldehyde,False,False,0,0,ORPHAN_CATALOG
NOTE-0834,Petitgrain Bigarade,petitgrain_bigarade,False,False,0,0,ORPHAN_CATALOG
NOTE-0835,Phantolide,phantolide,False,False,0,0,ORPHAN_CATALOG
NOTE-0836,Phenethyl Acetate,phenethyl_acetate,False,False,0,0,ORPHAN_CATALOG
NOTE-0837,Phenyl Ethyl Acetate,phenyl_ethyl_acetate,False,False,0,0,ORPHAN_CATALOG
NOTE-0838,Pine Needle Oil,pine_needle_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0839,Pine Tar,pine_tar,False,False,0,0,ORPHAN_CATALOG
NOTE-0840,Piperonal,piperonal,False,False,0,0,ORPHAN_CATALOG
NOTE-0841,Polysantol,polysantol,False,False,0,0,ORPHAN_CATALOG
NOTE-0842,Pomelo Oil,pomelo_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0843,Rice Steam Note,rice_steam_note,False,False,0,0,ORPHAN_CATALOG
NOTE-0844,Roasted Barley,roasted_barley,False,False,0,0,ORPHAN_CATALOG
NOTE-0845,Safflower,safflower,False,False,0,0,ORPHAN_CATALOG
NOTE-0846,Safranal,safranal,False,False,0,0,ORPHAN_CATALOG
NOTE-0847,Safrole,safrole,False,False,0,0,ORPHAN_CATALOG
NOTE-0848,Sambac Jasmine,sambac_jasmine,False,False,0,0,ORPHAN_CATALOG
NOTE-0849,Serenolide,serenolide,False,False,0,0,ORPHAN_CATALOG
NOTE-0850,Skatole,skatole,False,False,0,0,ORPHAN_CATALOG
NOTE-0851,Sotolone,sotolone,False,False,0,0,ORPHAN_CATALOG
NOTE-0852,Spearmint Oil,spearmint_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0853,Spruce Oil,spruce_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0854,Stemone,stemone,False,False,0,0,ORPHAN_CATALOG
NOTE-0855,Strawberry Furanone,strawberry_furanone,False,False,0,0,ORPHAN_CATALOG
NOTE-0856,Sudachi Oil,sudachi_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0857,Sweet Orange Oil,sweet_orange_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0858,Sylkolide,sylkolide,False,False,0,0,ORPHAN_CATALOG
NOTE-0859,Tarragon Oil,tarragon_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0860,Tea Absolute,tea_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0861,Tea Tree,tea_tree,False,False,0,0,ORPHAN_CATALOG
NOTE-0862,Texas Cedarwood,texas_cedarwood,False,False,0,0,ORPHAN_CATALOG
NOTE-0863,Timber Silk,timber_silk,False,False,0,0,ORPHAN_CATALOG
NOTE-0864,Timberone,timberone,False,False,0,0,ORPHAN_CATALOG
NOTE-0865,Toasted Sugar,toasted_sugar,False,False,0,0,ORPHAN_CATALOG
NOTE-0866,Tonalide,tonalide,False,False,0,0,ORPHAN_CATALOG
NOTE-0867,Tree Moss,tree_moss,False,False,0,0,ORPHAN_CATALOG
NOTE-0868,Turkish Rose Absolute,turkish_rose_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0869,Undecavertol,undecavertol,False,False,0,0,ORPHAN_CATALOG
NOTE-0870,Vanillyl Acetate,vanillyl_acetate,False,False,0,0,ORPHAN_CATALOG
NOTE-0871,Vanitrope,vanitrope,False,False,0,0,ORPHAN_CATALOG
NOTE-0872,Velvione,velvione,False,False,0,0,ORPHAN_CATALOG
NOTE-0873,Veratraldehyde,veratraldehyde,False,False,0,0,ORPHAN_CATALOG
NOTE-0874,Vertofix,vertofix,False,False,0,0,ORPHAN_CATALOG
NOTE-0875,Vertofix Coeur,vertofix_coeur,False,False,0,0,ORPHAN_CATALOG
NOTE-0876,Vertoflor,vertoflor,False,False,0,0,ORPHAN_CATALOG
NOTE-0877,Vetiver Oil,vetiver_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0878,Violet Leaf Alcohol,violet_leaf_alcohol,False,False,0,0,ORPHAN_CATALOG
NOTE-0879,Water Lily Absolute,water_lily_absolute,False,False,0,0,ORPHAN_CATALOG
NOTE-0880,Wintergreen Oil,wintergreen_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0881,Yuzu Oil,yuzu_oil,False,False,0,0,ORPHAN_CATALOG
NOTE-0882,Z11 Musk,z11_musk,False,False,0,0,ORPHAN_CATALOG
NOTE-0883,Zenolide,zenolide,False,False,0,0,ORPHAN_CATALOG
NOTE-0001,African Geranium,african_geranium,False,True,0,2,REAL_ONLY
NOTE-0002,African Orange Flower,african_orange_flower,False,True,0,2,REAL_ONLY
NOTE-0004,Akigalawood,akigalawood,False,True,0,4,REAL_ONLY
NOTE-0006,Almond,almond,False,True,0,6,REAL_ONLY
NOTE-0007,Almond Blossom,almond_blossom,False,True,0,1,REAL_ONLY
NOTE-0008,Almond Milk,almond_milk,False,True,0,1,REAL_ONLY
NOTE-0009,Amalfi Lemon,amalfi_lemon,False,True,0,2,REAL_ONLY
NOTE-0010,Amalfi Lemon Mandarin Orange,amalfi_lemon_mandarin_orange,False,True,0,1,REAL_ONLY
NOTE-0011,Amber,amber,False,True,0,142,REAL_ONLY
NOTE-0013,Amber‑like Woods,amber_like_woods,False,True,0,1,REAL_ONLY
NOTE-0014,Amber Notes,amber_notes,False,True,0,1,REAL_ONLY
NOTE-0015,Ambergris,ambergris,False,True,0,21,REAL_ONLY
NOTE-0017,Ambrette,ambrette,False,True,0,1,REAL_ONLY
NOTE-0018,Ambrette (Musk Mallow),ambrette_musk_mallow,False,True,0,2,REAL_ONLY
NOTE-0019,Ambrette Seed,ambrette_seed,False,True,0,2,REAL_ONLY
NOTE-0020,Ambrox,ambrox,False,True,0,1,REAL_ONLY
NOTE-0022,Amyl Salicylate,amyl_salicylate,False,True,0,1,REAL_ONLY
NOTE-0023,Amyris,amyris,False,True,0,2,REAL_ONLY
NOTE-0024,Angelica,angelica,False,True,0,10,REAL_ONLY
NOTE-0025,Animal notes,animal_notes,False,True,0,2,REAL_ONLY
NOTE-0026,Anise,anise,False,True,0,1,REAL_ONLY
NOTE-0028,Apricot,apricot,False,True,0,3,REAL_ONLY
NOTE-0029,Aromatic Citrus,aromatic_citrus,False,True,0,1,REAL_ONLY
NOTE-0030,Aromatic Herbs,aromatic_herbs,False,True,0,3,REAL_ONLY
NOTE-0031,Aromatic Spices,aromatic_spices,False,True,0,1,REAL_ONLY
NOTE-0032,Artemisia,artemisia,False,True,0,4,REAL_ONLY
NOTE-0033,Balsamic Resins,balsamic_resins,False,True,0,1,REAL_ONLY
NOTE-0034,Balsamic Woods,balsamic_woods,False,True,0,1,REAL_ONLY
NOTE-0035,Banana,banana,False,True,0,2,REAL_ONLY
NOTE-0036,Basil,basil,False,True,0,16,REAL_ONLY
NOTE-0037,Bay Leaf,bay_leaf,False,True,0,3,REAL_ONLY
NOTE-0038,Beeswax,beeswax,False,True,0,3,REAL_ONLY
NOTE-0041,Berries,berries,False,True,0,1,REAL_ONLY
NOTE-0042,Bigarade (Bitter Orange),bigarade_bitter_orange,False,True,0,1,REAL_ONLY
NOTE-0043,Birch,birch,False,True,0,5,REAL_ONLY
NOTE-0044,Birch Leaf,birch_leaf,False,True,0,1,REAL_ONLY
NOTE-0045,Birch Leaves,birch_leaves,False,True,0,1,REAL_ONLY
NOTE-0047,Bitter Almond,bitter_almond,False,True,0,2,REAL_ONLY
NOTE-0048,Bitter Orange,bitter_orange,False,True,0,15,REAL_ONLY
NOTE-0049,Black Amber,black_amber,False,True,0,1,REAL_ONLY
NOTE-0050,Black Currant,black_currant,False,True,0,11,REAL_ONLY
NOTE-0051,Black Ink,black_ink,False,True,0,1,REAL_ONLY
NOTE-0052,Black Licorice,black_licorice,False,True,0,1,REAL_ONLY
NOTE-0053,Black Pepper,black_pepper,False,True,0,32,REAL_ONLY
NOTE-0054,Black Tea,black_tea,False,True,0,3,REAL_ONLY
NOTE-0055,Black Vanilla Husk,black_vanilla_husk,False,True,0,1,REAL_ONLY
NOTE-0056,Blackberry,blackberry,False,True,0,4,REAL_ONLY
NOTE-0057,Blackcurrant,blackcurrant,False,True,0,7,REAL_ONLY
NOTE-0058,Blood Grapefruit,blood_grapefruit,False,True,0,1,REAL_ONLY
NOTE-0059,Blood Mandarin,blood_mandarin,False,True,0,2,REAL_ONLY
NOTE-0060,Blood Orange,blood_orange,False,True,0,3,REAL_ONLY
NOTE-0061,Blue Ginger,blue_ginger,False,True,0,1,REAL_ONLY
NOTE-0062,Blue Lotus,blue_lotus,False,True,0,1,REAL_ONLY
NOTE-0063,Blue Sage,blue_sage,False,True,0,1,REAL_ONLY
NOTE-0064,Bourbon Geranium,bourbon_geranium,False,True,0,1,REAL_ONLY
NOTE-0065,Bourbon Vanilla,bourbon_vanilla,False,True,0,2,REAL_ONLY
NOTE-0066,Bourbon Vetiver,bourbon_vetiver,False,True,0,1,REAL_ONLY
NOTE-0067,Bourbon Whiskey,bourbon_whiskey,False,True,0,1,REAL_ONLY
NOTE-0068,Brazilian Rosewood,brazilian_rosewood,False,True,0,3,REAL_ONLY
